id,albufeira,lagua,bacia,distrito,concelho,freguesia,adren_bara,adrenp_bar,altmax_bac,altmed_bac,altmin_bac,alt_bac,decmed_bac,compax_lag,decmed_lag,ppmed_a_ba,pp20_bac,pp50_bac,pp90_bac,escma_bac,esc20_bac,esc50_bac,esc90_bac,m,p,longdd,latdd,ano_ifunc,obra,projecto,tipo_barra,alt_barrag,alt_terren,dcoroament,ccoroament,lcoroament,npa,nmc,nme,cc_nmc,cc_npa,supinundnp,tresid,coeficreg,poa,rhidro_cod,escadaspei,aespanha,observacoe
219,Gostei,,DOURO,BRAGANÇA,BRAGANÇA,GOSTEI,4.54,4.55,1089,909,748,0,16,3.8,8.1,1051,0,0,0,0,0,0,0,309224,536029,-6.819220799,41.786176016,1993,JUNTA DE AGRICULTORES DE GOSTEI,HIDROPROJECTO,Terra homogénea,35,33,238,759.65,8,758,758.65,736,1,1.65,14.9,0,0,,,,N,
180,Gralhas,RIBEIRA DAS ANDORINHAS,DOURO,BRAGANÇA,BRAGANÇA,FRANÇA,11.5,4.31,1530,1353,1199,0,10.6,5.8,5.3,1176,0,0,0,0,0,0,0,312443,554933,-6.776917729,41.955874676,1995,,,Gravidade de betão,0,923,0,0,0,0,0,0,0,0,0,0,0,,,,S,Faz parte do aproveitamento de fins méultiplos do Alto Sabor.
182,Grous,BARRANCO DAS VENDAS,GUADIANA,BEJA,BEJA,ALBERNOA,21.86,21.87,225,182,137,0,3.3,11.1,0.7,536,0,0,0,0,0,0,0,216271,101446,-7.948143791,37.879541715,1965,SOCIEDADE AGRÍCOLA DA HERDADE DOS GROUS,,Terra,0,18,0,0,0,0,0,0,0,0,0,0,0,,,,N,
181,Grândola,RIBEIRA DE GRÂNDOLA,SADO,SETÚBAL,GRÂNDOLA,GRÂNDOLA,8.94,8.95,99,82,55,0,2.3,5.2,0.7,642,0,0,0,0,0,0,0,167785,131916,-8.50063231,38.153618539,0,,,,0,108,0,0,0,0,0,0,0,0,0,0,0,,,,N,
5,Guilhofrei,RIO AVE,AVE,BRAGA,VIEIRA DO MINHO,GUILHOFREI,120.86,120.86,1257,613,309,0,19.9,17.1,4,2374,0,0,0,0,0,0,0,199621,512913,-8.137664886,41.585559428,1938,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Gravidade de betão,49,0,190,337,0,333.35,333.35,315,0,0,163,0,0,,04I/01AE,N,N,A sua central hidroeléctrica faz parte do aproveitamento hidroeléctrico em cascata do Rio Ave.
183,H. Facho I,BARRANCO DE JOAO BILHEIRO,GUADIANA,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,13.18,13.18,266,235,198,0,3.2,6.7,0.7,555,0,0,0,0,0,0,0,259900,104789,-7.4519736,37.90783662,1954,MARIA LUÍSA AMORIM,,Terra,0,13,0,0,0,209,209.5,0,0,0,0,0,0,,,,N,
184,H. Facho II,,GUADIANA,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,6.1,6.11,267,250,222,0,3.1,4.7,0.9,578,0,0,0,0,0,0,0,260952,104067,-7.440073177,37.901262584,1955,MARIA LUÍSA AMORIM,,Terra,18,18,0,0,0,228.5,229.1,0,0,0,0,0,0,,,,N,
185,Herdade Lagos I,BARRANCO DO VALE LARANJO,GUADIANA,BEJA,MÉRTOLA,ALCARIA RUIVA,6.81,6.82,241,178,142,0,3.2,5.7,1.3,500,0,0,0,0,0,0,0,222362,91492,-7.879217249,37.789733832,0,,,Terra,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
186,Herdade Lagos II,BARRANCO DO VALE LARANJO,GUADIANA,BEJA,MÉRTOLA,ALCARIA RUIVA,12.72,5.91,177,156,132,0,2.7,4.3,0.8,497,0,0,0,0,0,0,0,224169,92035,-7.858684842,37.794580038,0,,,Terra,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
233,Herdade Vale da Lameira (Part.),RIBEIRA DA URSA,SADO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,7.81,7.81,271,190,154,0,5.1,3.9,1.1,710,0,0,0,0,0,0,0,192843,154196,-8.214972873,38.354882098,0,,,,0,158,0,0,0,0,0,0,0,0,0,0,0,,,,N,
11,Idanha,RIO PÔNSUL,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-NOVA,364.34,349.86,761,411,227,0,7.6,43,0.4,773,1,2,3,0,4,5,6,279627,331152,-7.201403355,39.94508524,1947,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE IDANHA-A-NOVA,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Gravidade de betão,51,44,143,258.5,5.2,255.5,258.5,228,0,3,678,0,0,,14N/01A,N,N,
227,Janeiro de Cima,RIO ZÊZERE,TEJO,CASTELO BRANCO,FUNDÃO,JANEIRO DE CIMA,1661.49,1568.48,1990,648,330,0,17.4,105.6,1.3,1135,0,0,0,0,0,0,0,229468,346371,-7.787597412,40.085373941,1995,,,,0,0,0,0,0,333,337.5,0,0,0,0,0,0,,,,,
32,Lagoa Comprida,RIBEIRA DA CANICA OU DA LAGOA OU DA PRAGUEIRA,MONDEGO,GUARDA,SEIA,SÃO ROMÃO,6.51,6.52,1875,1712,1579,0,15.4,4.5,5.2,1978,0,0,0,0,0,0,0,241099,377361,-7.649249984,40.363965223,1966,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DA SERRA DA ESTRELA,Gravidade de betão,29,28.24,1200,1600,0,1600,1601,1571,0,0,75,0,0,,11L/03AE,N,N,A albufeira desta barragem alimenta a central hidroeléctrica do Sabugueiro I do sistema produtor hidroeléctrico da Serra da Estrela.
90,Lagoacho,RIBEIRA DO COVAO DO URSO OU DA NAVE DESCIDA OU DAS NAVES,MONDEGO,GUARDA,SEIA,SABUGUEIRO,7.11,4.76,1718,1569,1420,0,19.3,3.6,7.2,1884,0,0,0,0,0,0,0,243545,379836,-7.620285521,40.386129014,1993,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Enrocamento com cortina a montante,38,36,360,1439,6,1436.46,1437.85,1425,1.15,2.54,23.7,0,0,,11L/01AE,N,N,A  albufeira desta barragem alimenta a central hidroeléctrica do Sabugueiro II do sistema produtor hidroeléctrico da Serra da Estrela
187,Linhares,RIBEIRA DE LINHARES,DOURO,BRAGANÇA,CARRAZEDA DE ANSIÃES,LINHARES,26.96,23.69,879,740,593,0,9,12.2,1.9,752,0,0,0,0,0,0,0,265466,470752,-7.352622223,41.203305944,0,,,,0,593,0,0,0,570,570,560,0,0,0,0,0,,,,N,
72,Lucefecit,RIBEIRA LUCEFÉCIT,GUADIANA,ÉVORA,ALANDROAL,TERENA (SÃO PEDRO),253.84,253.85,646,310,171,0,7,34.1,0.9,653,0,0,0,0,0,0,0,263307,185625,-7.406016611,38.635780658,1982,ASSOCIAÇÃO DE BENEFICIÁRIOS DO LUCEFECIT,APAGEL,Terra zonada,23,0,285,185,8,182,183.5,170,1.5,3,169,0,0,,22M/01A,N,N,
126,Lutão,BARRANCO GRANDE,GUADIANA,FARO,ALCOUTIM,MARTIM LONGO,2.71,2.72,299,264,217,0,6,2.9,2.4,540,0,0,0,0,0,0,0,234422,55157,-7.744012417,37.461997854,0,,,Terra,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
6,Magos (Paúl Magos),RIBEIRA DE MAGOS,TEJO,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,105.5,105.5,120,70,8,0,3.3,26.9,0.3,738,0,0,0,0,0,0,0,151706,225388,-8.690546049,38.994884332,1938,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DO VALE DO SORRAIA,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Terra homogénea,17,15,400,23,5,16.68,16.78,10.4,0,0,124,0,0,,20E/01A,N,N,"NPA do projecto 1992 - 16.24; NMC-16.58; Capacidade 3032 dam3
"
29,Maranhão,RIBEIRA DA RAIA OU DE SEDA,TEJO,PORTALEGRE,AVIS,MARANHÃO,2282.09,2066,513,251,78,0,4.5,95,0.3,650,0,0,0,0,0,0,0,213617,227480,-7.975874643,39.014957252,1957,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DO VALE DO SORRAIA,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Terra zonada,55,49,204,133,10,130,130.13,85.47,2.87,3,1960,0,0,,19J/01A,N,N,
77,Meimoa,RIBEIRA DA MEIMOA,TEJO,CASTELO BRANCO,PENAMACOR,MEIMOA,60.27,60.28,1076,775,527,0,19.7,17.6,2.9,1014,0,0,0,0,0,0,0,284188,366228,-7.143479774,40.260489063,1985,INAG I.P.,COBA,Terra zonada,56,50,656,571.5,10,568.5,568.99,547,2.51,3,222,0,0,,12O/01A,N,N,Entidade exploradora-Associação de Regantes da Cova da Beira.
127,Mente,RIO MENTE,DOURO,BRAGANÇA,VINHAIS,VILAR DE LOMBA,292.3,292.31,1275,799,438,0,20.3,42.2,1.8,915,0,0,0,0,0,0,0,276991,541523,-7.206193629,41.839411258,0,,,Arco Abóboda,0,443,0,0,0,538,539,470,0,0,0,0,0,,,,S,
128,Minutos,RIO ALMANSOR OU RIBEIRA DE SANTO ESTEVÃO OU DE CANHA,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DA VILA,94.85,94.86,411,306,238,0,4,15.3,0.8,729,0,0,0,0,0,0,0,203092,187957,-8.097572087,38.659038424,2003,DIRECÇÃO GERAL DA AGRICULTURA E DESENVOLVIMENTO RURAL (DGADR),COBA,Terra homogénea,36,33.5,1293,267.5,8,264,265.5,245,1.96,3.5,530,0,0,,22I/01AE,,N,
37,Miranda,RIO DOURO,DOURO,BRAGANÇA,MIRANDA DO DOURO,MIRANDA DO DOURO,63665.11,63665.11,2506,961,481,0,7.9,549.3,0.2,611,0,0,0,0,0,0,0,356101,503880,-6.263942199,41.489049236,1961,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO DOURO,Contrafortes,80,0,263,535,0,528.05,535,522,0,6.95,122,0,0,,05T/01A,N,S,
33,Montargil,RIO SÔR,TEJO,PORTALEGRE,PONTE DE SOR,MONTARGIL,1183.41,1138.37,339,195,61,0,4.9,86,0.3,737,0,0,0,0,0,0,0,196345,231711,-8.175321985,39.053165709,1958,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DO VALE DO SORRAIA,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Terra zonada,48,36,427,83,12,80,80.75,65.05,2.25,3,1495,0,0,,19H/01A,N,N,
131,Monte Clérigo,BARRANCO DOS TOUCINHOS,GUADIANA,BEJA,ALMODÔVAR,ALMODÔVAR,3.27,3.28,381,330,293,0,3.9,3.8,1.9,658,0,0,0,0,0,0,0,206397,58967,-8.060747562,37.496942887,0,,,Terra,10,0,0,0,0,296,296.4,0,0,0,0,0,0,,29I/01A,,N,
132,Monte Gato,RIBEIRA DA FERRARIA OU BARRANCO DO MONTE DO GATO,SADO,BEJA,OURIQUE,CONCEIÇÃO,6.45,6.46,243,207,172,0,3.7,4.2,1.2,561,0,0,0,0,0,0,0,190847,91577,-8.237002996,37.790725784,1991,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE CAMPILHAS E ALTO SADO,DGHEA,Terra,13,12.27,155,181,5,179.6,180.1,169.73,0.9,1.4,18,0,0,,27H/02AE,,N,
133,Monte Migueis,RIBEIRA DOS MIGUEIS,SADO,BEJA,OURIQUE,CONCEIÇÃO,12.7,12.7,248,193,144,0,3.9,8,1,562,0,0,0,0,0,0,0,188439,91395,-8.264338011,37.78905866,1991,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE CAMPILHAS E ALTO SADO,DGHEA,Terra,11,0,355,157.5,5,156,156.52,148.31,0.98,1.5,27,0,0,,27H/03AE,,N,
73,Monte Novo,RIO DEGEBE,GUADIANA,ÉVORA,ÉVORA,SÃO MANÇOS,261.39,261.4,355,254,177,72,3.2,37,0.4,582,0,0,0,44000,0,0,0,236905,171630,-7.709971344,38.511203036,1982,INAG I.P.,DIRECÇÃO-GERAL DOS RECURSOS E APROVEITAMENTOS HIDRÁULICOS,Gravidade de betão,30,28,160,199,6,196,196.8,183.5,2.2,3,277.4,0,0,,22K/01A,N,N,
134,Monte Redondo,RIO CEIRA,MONDEGO,COIMBRA,GÓIS,GÓIS,193.41,164.17,1267,678,250,0,34.1,37.3,2.1,1290,0,0,0,0,0,0,0,204027,351309,-8.08585957,40.130349257,1950,,,,0,264,0,0,0,0,0,0,0,0,0,0,0,,,,N,
49,Monte da Rocha,RIO SADO,SADO,BEJA,OURIQUE,PANÓIAS,244.93,244.93,268,193,119,0,4,25.1,0.4,592,0,0,0,0,0,0,0,186427,84666,-8.287053521,37.728405836,1972,ASSOCIAÇÃO DE REGANTES E BENEFICIÁRIOS DE CAMPILHAS E ALTO SADO,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Terra zonada,55,51,2000,141.4,10,137,138.45,113.25,2.95,4.4,1100,0,0,,27H/01A,N,N,
129,Montezinho,RIO SABOR,DOURO,BRAGANÇA,BRAGANÇA,RABAL,74.97,54.45,1355,957,609,0,22,21,3.2,928,0,0,0,0,0,0,0,315065,545646,-6.747110954,41.87190996,1995,,,Gravidade de betão,0,717,0,0,0,0,0,0,0,0,0,0,0,,,,S,Faz parte do aproveitamento de fins múltiplos do Alto Sabôr
62,Morgavel,RIBEIRA DE MORGAVÉL,RIBEIRAS DO ALENTEJO,SETÚBAL,SINES,SINES,24.91,24.92,207,126,57,0,7.1,8.2,1.6,743,0,0,0,0,0,0,0,144751,103635,-8.761234719,37.897728975,1980,INAG I.P.,HIDROPROJECTO,Terra zonada,52,45,2700,70,0,68.3,0,52,0,0,340,0,0,,26E/01A,N,N,
130,Mourão,RIBEIRA DAS VINHAS,GUADIANA,ÉVORA,MOURÃO,MOURÃO,18.85,18.85,245,185,147,0,2.8,8.4,0.9,555,0,0,0,0,0,0,0,269634,159385,-7.33596664,38.398949802,1955,,,,0,149,0,0,0,0,0,0,0,0,0,0,0,,,,N,
216,Negrelinho,,TEJO,SANTARÉM,ABRANTES,MOURISCAS,0.03,0.04,205,198,188,0,5.4,0.2,0,0,0,0,0,0,0,0,0,203386,282194,-8.093731898,39.507877562,1976,,,Terra,17,0,700,0,0,202.5,0,0,0,0,0,0,0,,16I/02A,,,Também chamada de B. de Mouriscas
93,Odeleite,RIBEIRA DE ODELEITE,GUADIANA,FARO,CASTRO MARIM,ODELEITE,347.51,347.51,541,293,27,0,16.4,79.2,0.6,722,0,0,0,0,0,0,0,257309,40754,-7.486445891,37.331099795,1997,INAG I.P.,HIDROPROJECTO,Enrocamento com cortina a montante,65,50,350,55,12,52,52.9,22,0,3,720,0,0,,30L/01A,N,N,
149,Odelouca,RIBEIRA DE ODELOUCA,ARADE,FARO,MONCHIQUE,ALFERCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169768,35865,-8.474016,37.288317,2009,ÁGUAS DO ALGARVE S.A.,COBA,Terra zonada,0,76,411,106,11,102,102.35,72,3.65,4,0,0,0,,30G/11AE,,N,Em 24/11/2009 deu-se iníçio ao enchimento até ao 1º patamar(cota75m) de acordo com o Plano do 1º Enchimento da Albufeira. Em 1/10/2010  iniciou a albufeira o seu enchimento até à  cota de 92m.
50,Odivelas,RIBEIRA DE ODIVELAS OU ORIOLA OU ALVITO,SADO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,431.88,221.11,333,179,85,0,3.8,33.2,0.6,622,0,0,0,0,0,0,0,201558,135311,-8.115309053,38.184779216,1972,ASSOCIAÇÃO DE BENEFICIÁRIOS DA OBRA DE REGA DE ODIVELAS,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Abóbodas múltiplas,55,48,491.5,106,7.5,103,104.55,91.3,1.45,3,973,0,0,,24I/01A,N,N,
136,Oeiras,RIBEIRA DE OEIRAS,GUADIANA,BEJA,ALMODÔVAR,ALMODÔVAR,103.01,103.01,569,331,205,0,7.3,33.2,0.9,706,0,0,0,0,0,0,0,212112,64666,-7.99602684,37.548233281,0,,,Terra,27,0,0,0,0,238.4,241,227.3,0,0,0,0,0,,,,N,
137,Olo,RIO OLO,DOURO,PORTO,AMARANTE,FRIDÃO,123.71,123.72,1317,739,128,0,27.7,36.5,3.1,1933,0,0,0,0,0,0,0,210988,482117,-8.001906632,41.308204202,1949,,,Gravidade de betão,0,154,0,0,0,105,0,0,0,0,0,0,0,,,,N,
138,Padrastos,RIO CAIMA,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,VALE DE CAMBRA,ROGE,39.62,24.81,1054,671,339,0,22.4,10.8,6.2,2180,0,0,0,0,0,0,0,181554,431392,-8.351861573,40.851322347,1965,,,,0,350,0,0,0,0,0,0,0,0,0,0,0,,,,N,
139,Padroselos (prevista),RIO BEÇA,DOURO,VILA REAL,RIBEIRA DE PENA,SANTA MARINHA,314.71,314.72,1271,832,364,0,17.4,46.3,1.4,1603,0,0,0,0,0,0,0,226822,511489,-7.81153027,41.572290427,0,,,Arco Abóboda,87,0,0,0,0,430,431,419,0,0,0,0,0,,,,N,
140,Palameiro,RIBEIRA DAS TABUAS,DOURO,BRAGANÇA,TORRE DE MONCORVO,CASTEDO,2.53,2.53,745,704,637,0,6.7,2.6,4,692,0,0,0,0,0,0,0,280213,473790,-7.176429655,41.229332121,1992,CAMARA MUNICIPAL DE TORRE DE MONCORVO,,Terra,20,0,0,0,0,643.15,644,632,0,0,0,0,0,,,,N,
141,Parada Monte,RIO MOURO,MINHO/ÂNCORA,VIANA DO CASTELO,MELGAÇO,PARADA DO MONTE,26.8,26.81,1270,975,643,0,23.4,9.5,5.5,2444,0,0,0,0,0,0,0,191151,563793,-8.240002185,42.043593431,0,,,Gravidade de betão,0,647,0,0,0,0,0,0,0,0,0,0,0,,,,N,
34,Paradela,RIO CÁVADO,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,PARADELA,216.9,117.75,1516,1071,677,0,19.1,17.4,3.6,2141,0,0,0,0,0,0,0,215218,533071,-7.950110921,41.766906241,1956,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO CÁVADO,Enrocamento com cortina a montante,112,110,540,743.5,0,740,741.6,668,1.9,3.5,380,0,0,,03J/01A,N,S,
142,Pardiela,RIBEIRA DA PARDIELA,GUADIANA,ÉVORA,REDONDO,REDONDO,3.3,3.31,261,223,199,0,3.8,3.8,1.2,570,0,0,0,0,0,0,0,240162,176488,-7.672351596,38.554823544,0,,,Terra,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
218,Patudos,VALA DE ALPIARÇA OU DO PAÚL OU RIBEIRA DE ULME,TEJO,SANTARÉM,ALPIARÇA,ALPIARÇA,6.65,6.65,206,109,25,0,6.4,5.3,0.4,772,0,0,0,0,0,0,0,160604,253396,-8.589464748,39.247600671,1984,CÂMARA MUNICIPAL DE ALPIARÇA,GABINETE DE APOIO TÉCNICO DE SANTARÉM,Terra,0,0,0,14.6,0,12.7,13.5,6.7,1.1,1.9,0,0,0,,18F/03A,,,"Também conhecida  por Barragem de Alpiarça.Vale de Tejeiros é o nome do curso de água aonde está situada a  B. dos Patudos ,afluente da Vala de Alpiarça."
53,Peneireiro,RIBEIRA DO ARCO,DOURO,BRAGANÇA,VILA FLOR,VILA FLOR,1.54,1.54,723,665,613,53.5,8.2,2.2,3.4,687,0,0,0,475,0,0,0,280322,481134,-7.174163649,41.295438166,1973,CAMARA MUNICIPAL DE VILA FLÔR,HIDROPROJECTO,Terra zonada,15,13,693,622.8,4,621.2,621.8,611.5,1,1.6,14,0,0,,06O/01A,N,N,
63,Penha Garcia,RIO PÔNSUL,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,PENHA GARCIA,14.48,14.49,736,605,516,0,14.6,6.1,2.5,941,0,0,0,0,0,0,0,295386,342481,-7.015379199,40.045468454,1978,,DIRECÇÃO-GERAL DOS RECURSOS E APROVEITAMENTOS HIDRÁULICOS,Gravidade de betão,25,21.5,112,519,2,516,517.65,506,2.65,3,20.4,0,0,,13O/01A,N,N,
113,Tourega,RIBEIRA DE VALVERDE OU DE S. MATIAS,SADO,ÉVORA,ÉVORA,NOSSA SENHORA DA TOUREGA,86.82,86.82,414,292,167,0,5.5,22.9,0.8,717,0,0,0,0,0,0,0,208506,170271,-8.035586552,38.499682917,1953,,,,0,182,0,0,0,0,0,0,0,0,0,0,0,,,,N,
15,Penide,RIO CÁVADO,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BARCELOS,AREIAS,1318.27,344.26,1182,251,13,0,15.9,48,1.7,2063,0,0,0,0,0,0,0,166296,508995,-8.537080799,41.549571699,1951,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Alvenaria,21,20,51,24,0,16.7,20,0,4,7.3,69,0,0,,04F/01A,S,N,
145,Pereiro,BARRANCO DOS LADROES,GUADIANA,FARO,ALCOUTIM,PEREIRO,1.04,1.04,270,256,243,0,3.1,1.6,0.8,597,0,0,0,0,0,0,0,247955,53225,-7.591178715,37.443989325,0,,,Terra,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
146,Perna Seca,RIBEIRA DA PERNA SECA,MIRA,BEJA,ALMODÔVAR,ALDEIA DOS FERNANDES,26.21,26.21,343,276,226,0,3,15.9,0.7,650,0,0,0,0,0,0,0,194826,67623,-8.191658118,37.574939618,0,,,,0,223,0,0,0,0,0,0,0,0,0,0,0,,,,N,
147,Pero Martins,RIO CÔA,DOURO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,ALGODRES,1759.6,586.69,972,665,189,0,9.6,82.4,0.9,681,0,0,0,0,0,0,0,287067,442603,-7.099104288,40.947851021,0,,,Arco Abóboda,145,0,0,0,0,380,381,353,0,0,0,0,0,,,,N,
35,Picote,RIO DOURO,DOURO,BRAGANÇA,MIRANDA DO DOURO,PICOTE,64018.94,353.83,891,736,458,0,6.3,40.2,1,654,0,0,0,0,0,0,0,349014,491630,-6.351779044,41.380152875,1958,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO DOURO / HIDRO-ELÉCTRICA DO ZÊZERE,Arco,100,0,139,480,3.45,471,480,465,0,9,244,0,0,,05S/01A,N,S,
43,Pisco,RIO RAMALHOSO,TEJO,CASTELO BRANCO,CASTELO BRANCO,SÃO VICENTE DA BEIRA,14.14,14.14,1082,671,492,0,16.2,7.7,6.8,1170,0,0,0,0,0,0,0,249216,339404,-7.556591477,40.02171154,1968,SERVIÇOS MUNICIPALIZADOS DE CASTELO BRANCO,ENGº ALBERTO VILAÇA,Terra homogénea,24.5,23.2,260,500.9,8,498.7,499.7,485.5,1.2,2.2,19.8,0,0,,13L/02A,N,N,
74,Pocinho,RIO DOURO,DOURO,BRAGANÇA,TORRE DE MONCORVO,AÇOREIRA,81258.21,14424.12,2533,872,104,0,7.8,349.2,0.4,651,0,0,0,0,0,0,0,285545,463397,-7.114295478,41.135220512,1982,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão,49,0,430,139,6.4,125.5,134.5,124,4.5,3.5,829,0,0,,07O/02A,S,S,
4,Poio,RIBEIRA DE NISA,TEJO,PORTALEGRE,NISA,ESPÍRITO SANTO,165.79,15.97,356,314,266,0,5.2,7.8,0.7,719,0,0,0,0,0,0,0,247383,283239,-7.582105219,39.515993123,1932,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO ALTO ALENTEJO,Gravidade de betão,18,15,278,0,0,0,0,0,0,0,110,0,0,,16L/01AE,N,N,
150,Portela,RIO PAIVA,DOURO,VISEU,CASTRO DAIRE,MÕES,223.92,223.92,1014,808,527,0,8,34.2,1.3,1486,0,0,0,0,0,0,0,222827,432506,-7.862370679,40.861245815,0,,,Arco Abóboda,105,0,0,0,0,610,610,577,0,0,0,0,0,,,,N,
16,Pracana,RIO OCREZA,TEJO,SANTARÉM,MAÇÃO,ENVENDOS,1413.43,444.24,955,323,93,0,13,45.8,1.7,1006,0,0,0,0,0,0,0,227591,288589,-7.812031778,39.565040586,1950,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Contrafortes,60,0,245.5,115,0,114,114.2,85,0.8,1,550,0,0,,16K/01A,N,N,
12,Pêgo do Altar,RIBEIRA DE ALCÁÇOVAS,SADO,SETÚBAL,ALCÁCER DO SAL,SANTA SUSANA,748.85,662.04,437,196,27,0,4.9,63.1,0.5,722,0,0,0,0,0,0,0,177388,161309,-8.39201381,38.418701966,1949,ASSOCIAÇÃO DE BENEFICIÁRIOS DO VALE DO SADO,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Enrocamento com cortina a montante,63,43.5,192,56,5,52.26,52.26,15,3.74,3.74,655,0,0,,23G/01A,N,N,
3,Póvoa,RIBEIRA DE NISA,TEJO,PORTALEGRE,CASTELO DE VIDE,SANTIAGO MAIOR,149.82,149.82,974,441,297,0,8.1,30.9,1.8,802,0,0,0,0,0,0,0,249710,278916,-7.555368864,39.476927164,1928,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO ALTO ALENTEJO,Arco Gravidade,32,28.5,400,313.5,0,311.45,313,0,0.5,1.5,236,0,0,,17L/01A,N,N,
152,Queimadela,RIO VIZELA,AVE/LEÇA,BRAGA,FAFE,REVELHE,26.09,26.09,885,656,379,0,16.2,10,4.7,2285,0,0,0,0,0,0,0,197466,503771,-8.163468839,41.503243974,1993,ÁGUAS DO AVE S.A.,,Gravidade de betão,0,21,95.5,389.5,0,386,388.5,0,1,3.5,11,0,0,,,,N,
151,Quinta das Laranjeiras (não construída),RIO SABOR,DOURO,BRAGANÇA,TORRE DE MONCORVO,TORRE DE MONCORVO,3487.51,1053.43,1175,559,114,0,16.7,99.3,0.8,748,0,0,0,0,0,0,0,290023,471545,-7.059776316,41.208090531,0,,,Arco Abóboda,116,0,0,0,0,230,231.4,206,0,0,0,0,0,,,,N,
153,Racheiro,RIBEIRA DE NISA,TEJO,PORTALEGRE,NISA,NOSSA SENHORA DA GRAÇA,205.98,40.19,370,286,200,0,6.1,13.1,1.2,715,0,0,0,0,0,0,0,244669,285791,-7.613492816,39.539122709,0,,,Gravidade de betão,0,159,0,0,0,196,0,0,0,0,0,0,0,,,,N,
67,Raiva,RIO MONDEGO,MONDEGO,COIMBRA,PENACOVA,PENACOVA,3294.35,225.27,773,248,22,0,15.9,38.9,1.6,1434,0,0,0,0,0,0,0,190152,371229,-8.248956306,40.309694305,1981,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão,36,34,200,64.5,0,61.5,0,55.85,0,3,230,0,0,,12H/01A,N,N,
80,Ranhados,RIO TORTO 1,DOURO,GUARDA,MÊDA,RANHADOS,46.19,46.2,986,843,712,0,7.4,17.6,1.2,813,0,0,0,0,0,0,0,267121,449098,-7.335254509,41.008209517,1986,ASSOCIAÇÃO DE MUNICÍPIOS DO RIO TORTO,DIRECÇÃO-GERAL DOS RECURSOS E APROVEITAMENTOS HIDRÁULICOS,Gravidade de betão,41.4,38.4,292,719,3,716,717.4,701.5,1.6,3,17.8,0,0,,07M/01A,N,N,
