id,albufeira,lagua,bacia,distrito,concelho,freguesia,adren_bara,adrenp_bar,altmax_bac,altmed_bac,altmin_bac,alt_bac,decmed_bac,compax_lag,decmed_lag,ppmed_a_ba,pp20_bac,pp50_bac,pp90_bac,escma_bac,esc20_bac,esc50_bac,esc90_bac,m,p,longdd,latdd,ano_ifunc,obra,projecto,tipo_barra,alt_barrag,alt_terren,dcoroament,ccoroament,lcoroament,npa,nmc,nme,cc_nmc,cc_npa,supinundnp,tresid,coeficreg,poa,rhidro_cod,escadaspei,aespanha,observacoe
234,Rasquinha (Part.),RIBEIRA DA BALSA,SADO,ÉVORA,PORTEL,SANTANA,21.8,21.81,393,292,212,0,6.6,8.4,1.7,653,0,0,0,0,0,0,0,229955,148024,-7.790656235,38.298811228,0,,,,0,229,0,0,0,0,0,0,0,0,0,0,0,,,,N,
96,Rebordelo,RIBEIRA DO CANTO,DOURO,BRAGANÇA,VINHAIS,REBORDELO,857.76,565.46,1658,858,371,0,18,60,1.6,999,0,0,0,0,0,0,0,279550,532270,-7.176627384,41.755863189,2004,,COBA,Arco Gravidade,35.5,0,127,387.5,0,380,386,378.5,1.5,7.5,46,0,0,,,,S,
98,Riba Côa,RIO CÔA,DOURO,GUARDA,ALMEIDA,ALMEIDA,1005.39,874.46,1145,796,547,0,7.3,58.7,0.7,848,0,0,0,0,0,0,0,301625,415070,-6.930730042,40.698297995,0,,,,4,0,0,0,0,0,0,0,0,0,6,0,0,,,,S,
44,Rio da Mula,RIBEIRA DAS VINHAS,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,3.17,3.17,489,315,153,0,21.4,3,8.2,908,0,0,0,0,0,0,0,87968,200411,-9.422064479,38.764116506,1969,ÁGUAS DE CASCAIS S.A.,ENGº RESSANO GARCIA,Mistas de betão e aterro,22,18,192,149.6,2.5,149,149.6,0,0,0,4.5,0,0,,21A/01A,N,N,
45,Roxo,RIBEIRA DO ROXO OU DE SANTA VITÓRIA,SADO,BEJA,ALJUSTREL,ERVIDEL,351.1,351.1,293,177,109,0,2.9,33.3,0.3,559,0,0,0,0,0,0,0,204501,106988,-8.081894325,37.929604974,1967,ASSOCIAÇÃO DE BENEFICIÁRIOS DO ROXO,DIRECÇÃO-GERAL DOS SERVIÇOS HIDRÁULICOS,Contrafortes,49,34,847,139.5,5.5,136,137,122,2.5,3.5,1378,0,0,,26I/01A,N,N,
100,Ruães,RIO CÁVADO,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VILA VERDE,CABANELAS,915.49,140.83,948,258,18,0,17.7,27.5,3.2,2014,0,0,0,0,0,0,0,171072,512937,-8.480034341,41.585252289,1928,,,,0,22,0,0,0,0,0,0,0,0,0,0,0,,05G/01AE,,N,
154,Rãs,RIO DO BARREIRO OU DE CASTELOES,MONDEGO,VISEU,TONDELA,BARREIRO DE BESTEIROS,38.71,38.72,1045,492,176,0,19.9,11.5,6.8,1974,0,0,0,0,0,0,0,198189,393316,-8.154476787,40.508653906,1973,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,Faz parte do aproveitamento hidroeléctrico do Figueiral
54,Régua,RIO DOURO,DOURO,VILA REAL,PESO DA RÉGUA,CANELAS,91030.39,1136.47,1125,587,47,0,20.4,63.1,1.3,901,0,0,0,0,0,0,0,233014,464195,-7.739858845,41.146236682,1973,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO DOURO,Gravidade de betão,41,0,350,81,6,73.5,81,72,0,7.5,850,0,0,,07K/01A,S,N,
235,S. Brissos 1 (Part.),RIBEIRA DO XARRAMA,SADO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,423.76,423.76,380,221,142,0,2.8,58.4,0.3,657,0,0,0,0,0,0,0,198263,151388,-8.152958172,38.329612975,0,,,,0,143,0,0,0,0,0,0,0,0,0,0,0,,,,N,
91,S. Domingos,RIO DE SÃO DOMINGOS,RIBEIRAS DO OESTE,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,39.43,39.44,204,108,30,0,5.4,11.8,1.3,781,0,0,0,0,0,0,0,97878,263629,-9.317546082,39.334637334,1993,CAMARA MUNICIPAL DE PENICHE,COBA,Enrocamento com núcleo,39,33,280,46,8,42.5,44.76,22,1.24,3.5,96,0,0,,17B/01A,N,N,
101,Sabugal,RIO CÔA,DOURO,GUARDA,SABUGAL,SABUGAL,130.92,130.93,1252,917,757,0,10.1,33,1.3,1147,0,0,0,0,0,0,0,288500,374676,-7.091633279,40.336111646,2000,DIRECÇÃO GERAL DA AGRICULTURA E DESENVOLVIMENTO RURAL (DGADR),COBA,Terra,58.5,56.5,1005,794,0,790,791.81,774,2.19,4,732,0,0,,,,S,
217,Sabugueiro,RIBEIRA DA LAGE,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DA VILA,0.65,0.65,302,259,248,0,5.9,2.9,2.4,788,0,0,0,0,0,0,0,188985,184077,-8.259576506,38.624022941,0,,,Terra,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
239,Sabugueiro (Arraiolos),RIBEIRA DA NEGRAXA,TEJO,ÉVORA,ARRAIOLOS,SABUGUEIRO,6.49,6.49,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,201299,199106,-8.118151252,38.759473936,0,,,Terra,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Fornece água à freguesia. Barragem de terra armazena água da chuva sem linha de água específica. Tem um poço onde se faz o tratamento de água com um filtro de areia.
20,Salamonde,RIO CÁVADO,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,SALAMONDE,615.05,158.8,1520,785,239,0,26.8,23.6,3.6,2437,0,0,0,0,0,0,0,203461,524675,-8.091547753,41.691451479,1953,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"A COYNE, J BELLIER",Arco Abóboda,75,0,284,281,0,280,280.5,240,0.5,1,242,0,0,,03I/01A,N,S,
56,Salgueiro,RIBEIRA DE VILARICA,DOURO,BRAGANÇA,ALFÂNDEGA DA FÉ,VILARELHOS,4.01,4.01,478,303,194,0,9.7,5.4,4.5,566,0,0,0,0,0,0,0,290360,485648,-7.053670659,41.335015135,1977,DIRECÇÃO REGIONAL DE AGRICULTURA DE TRÁS-OS-MONTES,HIDROPROJECTO,Terra homogénea,28,25,221,223.5,8,222,222.5,204.5,1,1.5,22,0,0,,06O/02A,N,N,
102,Sampaio,RIO SABOR,DOURO,BRAGANÇA,MOGADOURO,AZINHOSO,2285.32,2179.67,1379,723,254,0,13.8,89.5,0.9,767,0,0,0,0,0,0,0,320907,498191,-6.6863511,41.443916912,0,,,Arco Abóboda,147,0,0,0,0,377,378,336,0,0,0,0,0,,,,S,
46,Santa Clara,RIO MIRA,MIRA,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,522.6,496.4,550,243,88,0,10.1,64.1,0.5,719,0,0,0,0,0,0,0,172751,60805,-8.441294976,37.513121619,1968,ASSOCIAÇÃO DE BENEFICIÁRIOS DO MIRA,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Terra zonada,87,83,428,135,10,130,132,114.75,3,5,1986,0,0,,28G/01A,N,N,
68,Santa Maria de Aguiar,RIBEIRA DE AGUIAR,DOURO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,CASTELO RODRIGO,128.32,128.33,808,712,606,0,3.9,32.2,0.6,621,0,0,0,0,0,0,0,304827,433561,-6.889754507,40.864367094,1981,CÂMARA MUNICIPAL DE FIGUEIRA DE CASTELO RODRIGO,TECNIAGRA,Terra homogénea,20,0,450,624,6,620,621.28,612,2.72,4,110,0,0,,08P/01A,N,N,
103,Santarém,RIO TEJO,TEJO,SANTARÉM,CHAMUSCA,VALE DE CAVALOS,67945.41,427.73,654,78,0,0,5.7,40.7,0.3,793,0,0,0,0,0,0,0,161866,260436,-8.575248332,39.311068073,0,,,Gravidade de betão,0,10,0,0,0,18,0,0,0,0,0,0,0,,,N,N,
104,Sela,RIO MINHO,MINHO/ÂNCORA,VIANA DO CASTELO,MELGAÇO,PRADO,15241.21,15241.22,2150,769,33,0,20.1,311.1,0.6,1972,0,0,0,0,0,0,0,188739,572594,-8.269304272,42.122795899,0,,,Gravidade de betão,0,37,0,0,0,40,41,39,0,0,0,0,0,,,N,S,
95,Serra Serrada,RIBEIRA DAS ANDORINHAS,DOURO,BRAGANÇA,BRAGANÇA,FRANÇA,7.19,7.2,1554,1345,1237,65,10.3,5.9,5,1142,0,0,0,7350,0,0,0,312824,555538,-6.772207816,41.961265612,1989,CAMARA MUNICIPAL DE BRAGANÇA,HIDROTÉCNICA-PORTUGUESA,Gravidade de betão,25,20,170,1253.5,2,1252,1252.5,1241.5,1,1.5,25,0,0,,02Q/01A,N,S,Faz parte do aproveitamento de fins multiplos do Alto Sabor
105,Sordo,RIO SORDO,DOURO,VILA REAL,VILA REAL,TORGUEDA,45.35,45.36,1315,852,514,0,19.4,15.3,4.8,2099,0,0,0,0,0,0,0,228856,477886,-7.788742687,41.269668917,1997,CÂMARA MUNICIPAL DE VILA REAL,TECNOPOR,Gravidade de betão,36,33,108,527,6,522.5,525.5,507,1.5,4.5,8.4,0,0,,06K/01A,,N,Dono de Obra-C.M. de Sta Marta de Penaguião
106,Srª Monforte,RIO CÔA,DOURO,GUARDA,PINHEL,VALE DE MADEIRA,1133.35,127.96,819,659,439,0,9.8,28.4,1.3,596,0,0,0,0,0,0,0,294019,426581,-7.018976363,40.802835496,1993,,,Gravidade de betão,20,18,78,440,1,435,439.9,433,0.1,5,2.3,0,0,,,,N,
8,Sta. Luzia,RIBEIRA DE UNHAIS OU PAMPILHOSA,TEJO,COIMBRA,PAMPILHOSA DA SERRA,VIDUAL,49.37,49.38,1398,836,604,0,24.5,14.7,4.6,1321,0,0,0,0,0,0,0,223448,346830,-7.858163796,40.089696285,1942,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A COYNE,Arco,76,0,115,0,0,655.6,655.88,620,0,0,246,0,0,,13J/01A,N,N,
81,Sta. Águeda (Marateca),RIO OCREZA,TEJO,CASTELO BRANCO,CASTELO BRANCO,PÓVOA DE RIO DE MOINHOS,61.4,61.4,1205,505,369,0,8.3,16.7,4.8,1087,0,0,0,0,0,0,0,255712,333572,-7.481001209,39.968788305,1991,INAG I.P.,"PROCESL, LDA.",Terra homogénea,25,24,1054,387.9,7.6,385,385.5,374.5,2.4,2.9,634,0,0,,14M/01A,N,N,
107,Sumidouro,RIO BUGIO,AVE/LEÇA,BRAGA,FAFE,SILVARES (SÃO MARTINHO),38.71,38.71,825,587,310,0,12.2,13.8,3,2053,0,0,0,0,0,0,0,196189,492034,-8.178688498,41.397561252,1972,,,,0,310,0,0,0,0,0,0,0,0,0,0,0,,,,N,
108,Tapada Grande,RIBEIRA DA TAPADA GRANDE,GUADIANA,BEJA,MÉRTOLA,SANTANA DE CAMBAS,32.66,32.67,239,180,128,0,4.4,10.4,0.8,526,0,0,0,0,0,0,0,255228,78270,-7.507112323,37.669222953,1882,,,Mistas de betão e aterro,0,18,425,0,0,0,0,0,0,0,0,0,0,,27L/01A,,N,
109,Tapada Pequena,RIBEIRA DA TAPADA GRANDE,GUADIANA,BEJA,MÉRTOLA,CORTE DO PINTO,2.61,2.62,188,165,141,0,3.3,3,1.3,535,0,0,0,0,0,0,0,256314,78644,-7.494775025,37.672526455,1884,,,Terra,15,0,0,0,0,0,0,0,0,0,29,0,0,,,,N,
110,Teja,RIBEIRA DE TEJA,DOURO,GUARDA,MÊDA,CASTEIÇÃO,34.16,34.16,973,799,685,0,10.1,8.8,1.5,852,0,0,0,0,0,0,0,266747,434583,-7.341261144,40.877550901,1995,ÁGUAS DA TEJA S.A.,,Terra zonada,18,16,177,692,6,689.5,690.74,680,1.26,2.5,0,0,0,,,,N,
111,Terragido,RIO CORGO,DOURO,VILA REAL,VILA REAL,PARADA DE CUNHOS,231.73,113.72,1318,665,309,0,15.8,17.2,3.3,1548,0,0,0,0,0,0,0,231942,479712,-7.751818869,41.28599414,1993,,,Gravidade de betão,15,0,0,0,0,63.5,0,0,0,0,420,0,0,,,,N,
112,Torres,RIBEIRA DA AZAMBUJA,GUADIANA,ÉVORA,ÉVORA,TORRE DE COELHEIROS,22.96,22.96,278,245,217,0,2.2,8.9,0.6,606,0,0,0,0,0,0,0,223861,170604,-7.859556184,38.502404675,0,,,,0,222,0,0,0,0,0,0,0,0,0,0,0,,,,N,
82,Torrão,RIO TÂMEGA,DOURO,PORTO,MARCO DE CANAVESES,ALPENDURADA E MATOS,3268.28,528.15,1336,384,48,0,18.7,53.6,1.3,1574,0,0,0,0,0,0,0,189226,458675,-8.261357767,41.097129994,1988,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão,69,0,218,69,8.35,65,69,49,0,0,650,0,0,,07H/01A,N,N,
61,Touliça,RIBEIRA DA TOULICA,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ZEBREIRA,26.2,26.2,402,341,278,0,4.3,10.2,1.1,577,0,0,0,0,0,0,0,290426,323313,-7.076150036,39.873413948,1979,,DIRECÇÃO-GERAL DOS RECURSOS E APROVEITAMENTOS HIDRÁULICOS,Terra zonada,16,14,319,289.5,8,287.5,288.5,0,1,2,46.4,0,0,,14O/01A,N,N,
88,Touvedo,RIO LIMA,LIMA,VIANA DO CASTELO,PONTE DA BARCA,TOUVEDO (SALVADOR),1686.48,175.55,1404,524,41,0,25.2,22.8,5.9,2466,0,0,0,0,0,0,0,181666,538113,-8.35376078,41.812232404,1993,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão aligeirada,42.5,0,133.5,55,0,50,55,48,0,5,172,0,0,,03G/01A,N,N,
237,Vale Coelheiros,RIBEIRA DO ARROIO DA PERNADA DO MARCO (ESTEIRO NOVO),SADO,SETÚBAL,GRÂNDOLA,GRÂNDOLA,134.72,134.73,307,90,20,0,2.5,18.7,0.8,654,0,0,0,0,0,0,0,151077,147786,-8.692341239,38.295829971,0,,,,0,30,0,0,0,0,0,0,0,0,0,0,0,,,,N,
114,Vale Côvo (Salgueiral),RIBEIRA DAS RELVAS,DOURO,BRAGANÇA,TORRE DE MONCORVO,CARDANHA,2.2,2.2,511,459,339,0,13.3,2.3,6.8,593,0,0,0,0,0,0,0,293625,478122,-7.015830129,41.266891481,1993,CAMARA MUNICIPAL DE TORRE DE MONCORVO,,Terra,21,0,0,0,0,351.4,352,338.5,0,0,12,0,0,,,,N,
117,Vale Formoso,BARRANCO DO VALE FORMOSO,GUADIANA,BEJA,MÉRTOLA,SANTANA DE CAMBAS,1.68,1.68,223,210,194,0,3.5,1.5,1,515,0,0,0,0,0,0,0,251222,87955,-7.551835099,37.756708717,1955,,,Terra,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,N,
118,Vale Poços,RIBEIRA DO VALE DE POCOS,TEJO,SANTARÉM,CORUCHE,CORUCHE,71.14,71.15,169,99,36,0,4.4,16.3,0.6,719,0,0,0,0,0,0,0,169870,215868,-8.480467754,38.909946779,0,,,Terra,0,41,0,0,0,0,0,0,0,0,0,0,0,,,,N,
115,Vale das Bicas,RIBEIRA DA LANDEIRA OU ACUDE DAS BICAS OU RIBEIRA DO VALE MACANEDO,SADO,ÉVORA,VENDAS NOVAS,LANDEIRA,63.1,63.1,148,96,19,0,3.9,20.7,0.6,722,0,0,0,0,0,0,0,158110,179874,-8.613863962,38.585240649,1939,SOCIEDADE AGRÍCOLA DA MOINHOLA,,Terra homogénea,0,12.2,680,36.2,5,32.16,0,0,0,4.04,67,0,0,,,,N,
230,Vale de Arca,RIBEIRA DE ALGALÉ,SADO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTIAGO),13.74,13.74,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,186454,155092,-8.288088723,38.362876163,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
13,Vale do Gaio,RIBEIRA DO XARRAMA,SADO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,513.29,89.54,271,120,7,0,5.2,27.7,0.6,648,0,0,0,0,0,0,0,185783,142353,-8.295503923,38.248107712,1949,ASSOCIAÇÃO DE BENEFICIÁRIOS DO VALE DO SADO,JUNTA AUTONOMA DAS OBRAS DE HIDRÁULICA AGRICOLA,Enrocamento,51,34,368,44.5,6,40.5,42.5,11,2,4,550,0,0,,24H/01A,N,N,
28,Vale do Rossim,RIO ALVA OU RIBEIRA DA FERVENÇA,MONDEGO,GUARDA,GOUVEIA,MANGUALDE DA SERRA,4.3,4.31,1666,1517,1422,0,12,3.9,5.7,1855,0,0,0,0,0,0,0,246231,381349,-7.588544554,40.399609228,1956,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DA SERRA DA ESTRELA,Gravidade de betão,27,17.46,375,1437.5,1.5,1436,1436.75,1422.87,0.75,1.04,37,0,0,,11L/02AE,N,N,A albufeira desta barragem alimenta a central hidroeléctrica do Sabugueiro II do sistema produtor hidroeléctrico da Serra da Estrela.
57,Valeira,RIO DOURO,DOURO,VISEU,SÃO JOÃO DA PESQUEIRA,SÃO JOÃO DA PESQUEIRA,85641.4,828.42,1039,474,92,0,18.5,66.7,1,626,0,0,0,0,0,0,0,263625,465959,-7.37506638,41.160299006,1975,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,"ELECTRICIDADE DE PORTUGAL, S.A.",Gravidade de betão,48,0,380,113,6,105.2,113,103.5,0,7.8,795,0,0,,07M/02A,S,N,
119,Valpaços,RIO RABAÇAL,DOURO,BRAGANÇA,MIRANDELA,VALE DE SALGUEIRO,1092.24,234.48,925,566,232,0,12.1,35.2,1.9,796,0,0,0,0,0,0,0,272904,511485,-7.259060645,41.569384921,0,,,,0,239,0,0,0,0,0,0,0,0,0,0,0,,,,N,
58,Varosa,RIO VAROSA,DOURO,VISEU,LAMEGO,VALDIGEM,307.24,307.25,1343,790,250,0,16,33.7,2.2,1601,0,0,0,0,0,0,0,230025,461315,-7.77560316,41.120420652,1934,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A STUCKY,Arco Abóboda,0,76,213,265,3.44,264,265,224.05,0,1,70,0,0,,07K/02AE,N,N,
121,Veiguinhas,RIO SABOR,DOURO,BRAGANÇA,BRAGANÇA,CARRAGOSA,9.01,9.02,1576,1349,1194,0,10.5,7.1,5.3,1176,0,0,0,0,0,0,0,310185,554670,-6.804194102,41.953825808,0,,,Gravidade de betão,35,0,0,0,0,1218,1219,1203,0,0,0,0,0,,,,S,Faz parte do aproveitamento de fins multiplos do Alto Sabor
17,Venda Nova (Rabagão),RIO RABAGÃO,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,CAMPOS,239.35,136.23,1269,906,606,0,16.4,21.8,2,2086,0,0,0,0,0,0,0,212352,523549,-7.984773617,41.681225973,1951,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,A COYNE,Gravidade de betão,97,0,230,701,0,700,701,641,0,1,400,0,0,,03J/04A,N,N,
238,Venda Nova (Sado),RIBEIRA DO VALE DO ENXOFRAL,SADO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),18.12,18.13,107,79,29,0,3.2,6.2,1,705,0,0,0,0,0,0,0,163086,172333,-8.556357297,38.517531588,0,,,,0,35,0,0,0,0,0,0,0,0,0,0,0,,,,N,
122,Venda Velha,VALA DA ASSEICEIRA,TEJO,SETÚBAL,ALCOCHETE,ALCOCHETE,173.04,173.04,131,55,5,0,1.9,29.3,0.4,693,0,0,0,0,0,0,0,138852,191711,-8.83591519,38.69074516,1957,SOCIEDADE AGRÍCOLA DE RIO FRIO,,Terra homogénea,0,12.5,550,18.55,4,14.55,16.35,5.55,2.2,4,115,0,0,,,,N,
69,Vigia,RIBEIRA DO VALE DO VASCO,GUADIANA,ÉVORA,REDONDO,MONTOITO,125.32,125.33,363,264,210,0,3.7,18.9,0.4,619,0,0,0,0,0,0,0,245862,174662,-7.607082669,38.538099703,1981,ASSOCIAÇÃO DE BENEFICIÁRIOS DA OBRA DA VIGIA,,Terra zonada,30,0,300,226.25,10,224,224.75,210,1.5,2.25,262,0,0,,22L/01A,N,N,
124,Vila Seca,RIO CORGO,DOURO,VILA REAL,VILA REAL,ADOUFE,118.02,118.02,1308,812,464,0,16.1,22.3,2.1,1552,0,0,0,0,0,0,0,235222,486214,-7.712289996,41.344400545,0,,,Enrocamento,69,0,0,0,0,514,0,0,0,0,0,0,0,,,,N,
41,Vilar-Tabuaço,RIO TÁVORA,DOURO,VISEU,SERNANCELHE,FONTE ARCADA,357.39,348.7,982,738,502,0,11.5,39.6,0.8,948,0,0,0,0,0,0,0,250347,446630,-7.534833884,40.987194175,1965,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO DOURO,Enrocamento com cortina a montante,58,55,240,555,5.2,552,555,525,0,3,670,0,0,,08L/01A,N,N,
51,Vilarinho das Furnas,RIO HOMEM,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,58.51,58.52,1513,983,497,0,35.1,17.8,5,3123,0,0,0,0,0,0,0,193625,532672,-8.209782724,41.7634327,1972,EDP - Gestão da Produção de Energia S.A. Direcção da Produção Hidraúlica,HIDRO-ELÉCTRICA DO CÁVADO,Abóboda,94,0,385,570,0,569.5,570,503,0,0.5,346,0,0,,03H/01A,N,S,
125,Vinhas,RIBEIRA DAS VINHAS,TEJO,PORTALEGRE,PONTE DE SOR,GALVEIAS,1.07,1.08,241,202,161,0,6.3,2.2,2.8,699,0,0,0,0,0,0,0,214502,245752,-7.965267936,39.179527158,0,,,,0,148,0,0,0,163,164,0,0,0,0,0,0,,,,N,
